ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
2787,Female,52,Returning,Business,Business,2413,13,15.0,4,4,3,5,4,2,4,2,4,5,2,4,2,2,Satisfied
93495,Female,22,First-time,Business,Economy,1107,7,2.0,3,3,4,3,3,3,3,3,3,3,5,3,3,5,Neutral or Dissatisfied
68327,Male,63,First-time,Business,Economy,665,25,23.0,2,3,2,3,4,3,5,1,5,5,3,3,5,4,Neutral or Dissatisfied
72684,Male,68,Returning,Personal,Economy,1121,0,0.0,4,1,5,1,3,4,2,3,4,4,4,1,4,3,Neutral or Dissatisfied
116247,Male,12,Returning,Personal,Economy,373,0,0.0,4,1,5,1,2,5,3,2,3,3,1,1,3,1,Neutral or Dissatisfied
33412,Male,23,Returning,Business,Business,2614,0,60.0,1,1,4,4,1,1,4,5,4,4,2,1,1,2,Satisfied
12754,Female,9,Returning,Personal,Economy,721,0,0.0,4,4,5,4,2,5,2,5,1,1,3,4,1,2,Neutral or Dissatisfied
107632,Female,45,Returning,Business,Business,2334,2,0.0,1,3,3,5,1,4,5,4,3,2,4,1,4,4,Satisfied
45587,Female,45,Returning,Business,Economy,260,0,0.0,4,4,5,4,4,4,5,4,3,3,4,4,4,4,Satisfied
29639,Male,38,Returning,Personal,Economy,909,0,0.0,4,3,2,3,1,2,3,5,3,3,1,3,3,2,Neutral or Dissatisfied
98425,Male,57,First-time,Business,Economy,676,33,21.0,4,4,1,4,2,3,4,1,4,4,2,4,4,2,Neutral or Dissatisfied
28633,Male,27,Returning,Business,Business,2466,0,0.0,1,1,2,5,1,3,5,3,5,5,4,1,5,5,Satisfied
94416,Female,58,Returning,Business,Business,3319,0,0.0,1,1,4,4,1,5,4,5,4,3,5,1,5,5,Satisfied
57931,Female,17,Returning,Personal,Economy Plus,305,0,0.0,2,2,3,2,3,3,4,4,4,4,2,2,4,3,Neutral or Dissatisfied
75576,Female,23,First-time,Business,Economy,337,0,0.0,0,2,4,2,2,5,5,2,5,5,5,2,5,4,Neutral or Dissatisfied
13526,Male,48,First-time,Business,Business,227,0,0.0,3,3,4,2,3,4,5,1,5,5,4,2,5,4,Neutral or Dissatisfied
64949,Female,68,First-time,Business,Economy,190,0,0.0,1,3,3,3,2,2,3,4,3,3,2,3,3,3,Neutral or Dissatisfied
48597,Male,21,Returning,Personal,Economy,845,0,3.0,4,2,4,2,3,2,1,1,2,2,3,2,2,3,Neutral or Dissatisfied
83238,Male,54,Returning,Business,Business,1979,0,0.0,5,5,4,4,5,4,4,4,3,2,4,5,4,4,Satisfied
53002,Male,22,First-time,Business,Economy,1172,122,98.0,3,3,4,3,2,3,4,4,4,4,5,3,4,5,Neutral or Dissatisfied
44354,Female,29,First-time,Business,Business,596,0,7.0,2,2,4,2,3,4,1,4,1,1,3,2,1,3,Neutral or Dissatisfied
22023,Female,26,Returning,Business,Economy Plus,448,0,20.0,1,2,2,1,1,1,1,3,1,1,4,1,1,3,Neutral or Dissatisfied
16680,Male,42,Returning,Personal,Economy,488,0,0.0,0,1,3,1,2,3,1,5,1,1,5,1,1,5,Neutral or Dissatisfied
120287,Female,41,Returning,Personal,Economy,1576,15,6.0,4,3,4,3,3,3,1,2,1,1,4,3,1,3,Neutral or Dissatisfied
114244,Male,18,Returning,Business,Business,3200,13,14.0,1,4,1,3,1,4,3,1,3,3,3,3,3,3,Neutral or Dissatisfied
45639,Male,33,Returning,Personal,Economy,260,0,0.0,2,2,1,2,2,2,2,4,2,2,2,2,2,3,Neutral or Dissatisfied
120141,Male,11,Returning,Business,Business,1475,46,23.0,3,3,5,5,3,5,5,3,5,5,4,3,5,4,Satisfied
62267,Female,52,Returning,Personal,Economy Plus,2425,0,0.0,4,1,5,4,1,1,5,1,5,2,1,1,1,1,Neutral or Dissatisfied
119132,Female,43,First-time,Business,Business,356,6,19.0,4,4,5,4,3,4,4,5,4,4,4,4,4,5,Neutral or Dissatisfied
44956,Male,50,Returning,Personal,Economy,397,3,3.0,5,4,5,4,3,3,5,5,5,5,5,4,5,4,Neutral or Dissatisfied
106241,Male,70,Returning,Personal,Economy Plus,471,0,0.0,3,5,1,5,4,4,4,1,4,4,4,5,4,3,Satisfied
23542,Male,60,Returning,Personal,Economy,423,44,44.0,2,1,1,1,4,3,2,3,2,2,3,1,2,4,Neutral or Dissatisfied
48533,Female,53,Returning,Business,Business,516,0,0.0,1,5,1,1,1,5,4,5,5,5,5,1,5,5,Satisfied
97965,Female,49,Returning,Personal,Economy,483,0,0.0,4,3,5,5,1,2,4,3,4,3,2,3,2,2,Neutral or Dissatisfied
44983,Female,47,Returning,Business,Economy,222,0,0.0,1,1,5,1,1,5,2,5,4,5,5,5,5,5,Satisfied
16503,Male,15,Returning,Personal,Economy,246,0,5.0,4,1,3,1,4,3,2,3,4,4,5,1,4,5,Neutral or Dissatisfied
19330,Female,31,Returning,Business,Business,2290,9,0.0,4,4,2,4,4,2,4,2,4,4,3,4,4,4,Neutral or Dissatisfied
52932,Female,14,Returning,Personal,Economy,679,0,0.0,4,1,4,1,3,5,3,3,3,3,4,1,3,5,Neutral or Dissatisfied
76290,Female,22,Returning,Business,Business,2677,21,0.0,5,5,4,1,5,4,1,3,1,1,2,1,1,2,Neutral or Dissatisfied
107526,Male,44,Returning,Personal,Economy,838,19,0.0,5,1,4,1,2,3,3,3,3,3,4,1,3,4,Neutral or Dissatisfied
104208,Female,52,Returning,Business,Business,680,0,0.0,2,2,3,4,2,4,4,5,3,4,4,2,4,4,Satisfied
84208,Male,39,Returning,Business,Business,432,0,0.0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,Satisfied
33847,Male,54,Returning,Business,Business,1609,0,0.0,4,4,1,3,4,4,2,4,3,2,4,4,4,4,Neutral or Dissatisfied
118459,Male,46,Returning,Business,Business,451,35,28.0,1,1,3,5,1,4,4,5,3,5,4,1,4,4,Satisfied
128593,Female,26,Returning,Business,Business,2043,57,71.0,1,1,5,3,1,3,3,5,3,3,4,1,3,4,Satisfied
14786,Female,40,Returning,Business,Business,2527,0,13.0,3,3,3,4,3,4,4,4,1,4,4,3,4,4,Satisfied
60109,Male,23,First-time,Business,Economy,1005,1,0.0,5,5,3,5,3,5,1,2,5,5,5,5,5,5,Satisfied
91658,Female,10,Returning,Personal,Economy,1199,0,0.0,5,1,1,1,2,3,3,4,3,3,3,1,3,4,Neutral or Dissatisfied
19214,Female,59,Returning,Business,Business,3598,0,0.0,4,2,1,3,4,5,5,5,1,4,5,4,5,5,Satisfied
56138,Male,41,First-time,Business,Business,1400,276,265.0,3,3,3,3,3,3,3,4,3,3,5,3,3,5,Neutral or Dissatisfied
3869,Female,37,Returning,Business,Business,2677,0,4.0,5,5,4,4,5,5,4,5,4,2,5,5,5,4,Satisfied
89272,Male,57,Returning,Business,Business,2030,0,3.0,2,2,4,4,2,3,5,4,4,4,3,2,3,3,Satisfied
57664,Male,57,Returning,Personal,Economy,200,0,0.0,5,3,4,3,2,4,4,5,4,4,5,3,4,4,Neutral or Dissatisfied
67983,Male,28,First-time,Business,Economy Plus,1235,0,0.0,3,3,3,3,3,2,2,5,2,2,2,3,2,2,Neutral or Dissatisfied
18036,Male,43,Returning,Business,Business,488,0,0.0,4,4,3,1,4,4,1,4,4,5,4,4,4,4,Satisfied
32159,Female,36,Returning,Business,Business,2198,3,3.0,5,5,4,2,5,4,4,4,5,1,4,5,4,5,Satisfied
84748,Female,45,Returning,Business,Business,1645,7,0.0,4,4,3,4,4,5,5,5,5,2,5,4,5,5,Satisfied
77377,Male,39,Returning,Business,Business,599,0,0.0,5,3,3,5,5,3,5,3,5,3,3,5,3,3,Satisfied
1426,Female,54,Returning,Business,Business,158,24,27.0,1,1,1,4,1,2,4,2,4,4,2,1,2,1,Neutral or Dissatisfied
10122,Female,30,Returning,Business,Business,1983,28,24.0,3,5,5,3,3,3,3,4,3,3,5,3,3,5,Satisfied
98102,Female,24,Returning,Personal,Economy,265,0,0.0,3,0,3,0,4,1,1,2,1,1,3,4,1,3,Neutral or Dissatisfied
103863,Male,26,Returning,Personal,Economy,882,0,0.0,1,4,3,4,4,4,2,5,1,1,4,4,1,3,Neutral or Dissatisfied
78985,Male,54,Returning,Business,Business,2994,0,0.0,4,4,5,5,4,5,4,5,5,3,5,4,5,5,Satisfied
8665,Male,39,Returning,Business,Business,227,2,3.0,2,3,4,5,2,5,4,5,5,5,5,2,5,5,Satisfied
44546,Male,41,Returning,Personal,Economy,157,0,0.0,4,4,4,4,2,4,3,2,4,4,4,4,4,4,Satisfied
103668,Male,25,First-time,Business,Business,251,10,6.0,4,3,5,3,3,4,1,5,1,1,5,4,1,5,Neutral or Dissatisfied
8497,Female,55,Returning,Personal,Business,737,0,0.0,5,1,5,5,5,1,5,1,4,2,1,1,1,3,Neutral or Dissatisfied
124588,Male,55,Returning,Business,Economy,500,8,6.0,2,2,1,4,2,3,4,4,4,4,4,4,4,4,Neutral or Dissatisfied
65728,Male,28,Returning,Business,Business,936,0,0.0,3,3,4,2,3,4,2,2,2,2,5,3,2,4,Satisfied
8501,Male,42,Returning,Business,Business,2643,0,0.0,3,2,4,4,2,3,4,3,5,4,3,2,3,3,Satisfied
58151,Female,42,Returning,Business,Business,3239,0,34.0,5,5,5,5,5,4,5,5,4,2,4,5,4,4,Satisfied
94538,Male,51,Returning,Business,Business,239,44,47.0,3,2,5,4,2,4,5,4,3,2,4,2,4,4,Satisfied
20766,Female,44,Returning,Personal,Business,508,25,12.0,4,3,4,4,3,2,5,3,5,5,2,3,2,5,Neutral or Dissatisfied
40203,Male,72,First-time,Business,Economy,387,5,0.0,0,2,4,2,1,2,4,5,4,4,4,2,4,3,Neutral or Dissatisfied
75481,Female,60,Returning,Personal,Economy,2218,0,0.0,2,3,3,3,4,1,3,3,1,5,1,3,1,1,Neutral or Dissatisfied
11538,Female,60,Returning,Business,Business,1987,77,74.0,1,1,4,4,1,4,4,4,3,4,4,1,4,4,Satisfied
26293,Female,22,Returning,Business,Business,2041,13,5.0,3,3,1,2,3,3,2,2,2,2,3,3,2,1,Satisfied
11533,Female,33,First-time,Business,Business,201,0,1.0,1,1,3,1,1,3,1,2,1,1,5,1,1,5,Neutral or Dissatisfied
39018,Male,26,First-time,Business,Economy,113,0,22.0,1,3,4,3,2,3,3,4,3,3,2,3,3,2,Neutral or Dissatisfied
48829,Male,18,Returning,Personal,Business,308,14,8.0,5,3,5,3,2,4,1,2,1,1,5,3,1,4,Neutral or Dissatisfied
66564,Female,27,First-time,Business,Business,328,0,0.0,1,1,5,1,1,5,1,3,3,3,5,1,3,5,Neutral or Dissatisfied
30691,Male,48,Returning,Business,Economy,680,0,0.0,3,2,3,5,2,4,5,3,5,5,4,5,5,1,Satisfied
6455,Female,24,First-time,Business,Business,296,0,0.0,5,4,4,4,1,5,2,4,2,2,4,4,2,5,Satisfied
109817,Female,53,Returning,Business,Business,1033,0,3.0,1,1,5,4,1,2,4,2,4,4,2,1,2,2,Satisfied
48721,Male,22,First-time,Business,Business,308,110,126.0,0,4,3,4,2,3,5,3,5,5,5,4,5,5,Satisfied
79033,Female,50,Returning,Business,Business,3974,10,0.0,4,4,3,5,4,5,5,5,3,4,5,4,5,5,Satisfied
42760,Female,39,Returning,Business,Business,493,0,0.0,3,3,3,3,3,4,1,4,1,2,4,3,4,4,Satisfied
36576,Female,48,Returning,Business,Business,3287,0,12.0,2,2,2,3,2,1,2,2,3,1,1,1,1,1,Neutral or Dissatisfied
93051,Female,54,Returning,Personal,Economy Plus,436,7,42.0,4,3,3,4,4,1,4,3,5,5,1,3,1,1,Neutral or Dissatisfied
358,Female,39,First-time,Business,Business,247,42,96.0,2,2,5,2,4,4,5,4,5,5,4,2,5,4,Neutral or Dissatisfied
53482,Female,39,Returning,Business,Business,3574,0,0.0,1,4,2,3,1,2,3,2,3,5,2,2,2,2,Neutral or Dissatisfied
92438,Female,49,Returning,Business,Business,2139,4,4.0,4,4,4,3,4,5,4,5,4,5,5,4,5,5,Satisfied
88885,Female,25,Returning,Business,Business,859,42,18.0,3,3,4,3,3,4,3,3,3,3,5,3,3,5,Satisfied
36924,Female,55,Returning,Business,Business,1968,0,6.0,4,4,4,5,4,5,4,5,4,2,5,4,5,5,Satisfied
123294,Female,50,Returning,Business,Business,468,0,0.0,5,1,5,5,1,4,5,4,4,3,4,1,4,4,Satisfied
44526,Female,49,Returning,Business,Business,1937,0,2.0,3,3,3,4,3,5,5,5,3,1,5,3,5,5,Satisfied
39277,Female,40,Returning,Business,Business,3367,0,12.0,3,3,1,2,3,2,3,2,3,3,2,1,2,1,Neutral or Dissatisfied
38553,Male,57,Returning,Personal,Economy,2475,0,0.0,4,3,5,3,1,5,1,4,1,1,4,3,1,4,Neutral or Dissatisfied
63474,Male,19,Returning,Personal,Economy Plus,337,5,0.0,4,2,2,2,2,4,2,4,2,2,5,2,2,1,Neutral or Dissatisfied
90184,Male,32,Returning,Personal,Economy,957,0,0.0,1,3,3,3,3,2,2,2,2,2,4,3,2,3,Neutral or Dissatisfied
28218,Female,28,Returning,Business,Economy Plus,933,0,0.0,0,0,2,0,2,4,1,3,4,4,1,0,4,3,Satisfied
5537,Female,21,Returning,Personal,Economy,431,0,0.0,4,3,5,3,4,3,1,2,1,1,5,3,1,4,Neutral or Dissatisfied
100299,Male,44,Returning,Business,Economy,971,0,0.0,5,5,4,3,5,1,3,3,3,3,3,3,3,3,Neutral or Dissatisfied
88530,Female,35,Returning,Personal,Economy,581,0,0.0,4,1,1,1,3,4,1,2,1,1,3,1,1,3,Neutral or Dissatisfied
12207,Male,40,Returning,Business,Business,201,0,0.0,4,4,4,5,4,4,5,4,4,3,4,4,4,4,Satisfied
11612,Male,55,Returning,Personal,Economy,468,0,0.0,2,2,1,2,4,4,1,1,1,1,4,2,1,3,Neutral or Dissatisfied
47518,Male,34,Returning,Personal,Economy,558,0,0.0,4,4,1,4,3,2,5,1,5,5,4,4,5,3,Neutral or Dissatisfied
26064,Female,29,Returning,Business,Business,591,0,0.0,3,3,4,4,3,4,4,5,4,4,5,3,4,5,Satisfied
21373,Male,33,First-time,Business,Economy,554,0,0.0,3,1,5,1,3,4,3,3,3,3,4,1,3,5,Neutral or Dissatisfied
81499,Female,29,Returning,Personal,Economy,408,0,0.0,4,2,4,2,2,3,4,3,4,4,5,2,4,5,Neutral or Dissatisfied
65918,Female,24,First-time,Business,Economy,569,0,0.0,4,1,3,1,3,2,1,4,1,1,3,1,1,4,Neutral or Dissatisfied
84031,Male,25,Returning,Personal,Economy Plus,321,82,70.0,5,4,1,4,3,3,5,2,4,4,4,4,4,4,Neutral or Dissatisfied
11747,Female,27,First-time,Business,Economy,429,6,6.0,0,3,4,3,4,1,4,2,4,4,3,3,4,4,Neutral or Dissatisfied
126104,Female,21,First-time,Business,Economy,650,0,0.0,0,5,3,5,2,4,3,2,3,3,5,5,3,4,Satisfied
71791,Female,24,First-time,Business,Economy,1265,4,29.0,3,3,5,3,2,5,4,5,5,5,5,3,5,5,Neutral or Dissatisfied
30455,Male,31,Returning,Business,Economy,991,0,0.0,0,0,4,0,3,1,4,3,4,4,2,0,4,3,Satisfied
112333,Female,43,Returning,Business,Business,846,0,0.0,3,3,4,5,3,3,5,4,5,2,3,3,3,3,Satisfied
106690,Female,33,Returning,Business,Business,516,39,24.0,3,3,5,4,3,5,5,5,3,5,5,3,5,5,Satisfied
71481,Male,48,Returning,Business,Business,1012,29,23.0,5,5,4,5,5,5,5,5,3,5,5,5,5,5,Satisfied
127651,Female,21,First-time,Business,Economy,1773,10,15.0,1,1,3,1,3,5,3,2,3,3,4,1,3,4,Neutral or Dissatisfied
98062,Female,21,Returning,Personal,Business,1449,59,38.0,3,2,4,2,3,2,1,2,1,1,4,2,1,3,Neutral or Dissatisfied
99497,Male,15,Returning,Personal,Economy,283,7,12.0,4,2,4,2,4,4,2,3,3,3,5,2,3,5,Neutral or Dissatisfied
51017,Male,62,Returning,Personal,Economy,308,3,0.0,5,1,3,1,3,4,2,5,2,2,5,1,2,5,Neutral or Dissatisfied
76530,Male,55,Returning,Business,Business,2242,0,0.0,3,3,5,5,3,4,5,4,3,3,4,3,4,4,Satisfied
31263,Female,45,First-time,Business,Economy,770,0,0.0,3,3,3,3,3,4,5,1,5,5,5,3,5,2,Neutral or Dissatisfied
27934,Female,31,Returning,Business,Economy,1770,9,0.0,2,2,4,5,2,1,5,2,5,5,2,5,5,4,Satisfied
69597,Male,40,Returning,Personal,Economy,2475,0,3.0,2,3,4,4,3,2,4,2,4,3,1,3,2,3,Neutral or Dissatisfied
115114,Female,42,Returning,Business,Business,1812,0,1.0,5,5,3,5,5,4,5,4,4,2,4,5,4,4,Satisfied
78664,Female,29,Returning,Business,Business,2589,0,0.0,3,3,5,5,3,4,5,2,5,5,5,3,5,5,Satisfied
53679,Male,33,Returning,Business,Business,1208,30,10.0,3,3,1,2,3,3,2,5,2,2,4,2,2,3,Neutral or Dissatisfied
19071,Female,37,Returning,Business,Economy,569,0,0.0,2,2,3,1,2,4,1,2,1,1,2,1,1,1,Neutral or Dissatisfied
20649,Female,43,First-time,Business,Economy,552,35,25.0,4,3,2,3,5,2,4,1,4,4,2,3,4,3,Neutral or Dissatisfied
105981,Male,26,Returning,Personal,Economy,2295,44,60.0,1,3,4,5,4,5,4,4,4,3,3,2,1,3,Neutral or Dissatisfied
68764,Male,59,Returning,Business,Business,926,5,52.0,4,4,4,4,4,5,5,5,4,4,5,4,5,5,Satisfied
69749,Female,36,Returning,Business,Economy,1085,3,0.0,1,1,1,2,1,3,2,5,2,2,4,2,2,4,Neutral or Dissatisfied
113504,Male,40,Returning,Business,Business,226,0,0.0,2,2,3,4,2,1,4,1,2,3,1,1,1,1,Neutral or Dissatisfied
108229,Male,40,Returning,Business,Business,895,0,7.0,5,5,5,4,5,5,4,5,3,3,5,5,5,5,Satisfied
26931,Male,41,Returning,Business,Economy Plus,1660,8,7.0,3,3,4,4,3,1,4,4,4,4,3,4,4,3,Satisfied
4622,Male,45,Returning,Business,Business,327,0,0.0,0,0,5,4,1,5,5,5,3,4,5,0,5,5,Satisfied
80386,Female,16,Returning,Business,Business,2821,3,0.0,2,5,3,5,2,1,5,1,5,5,4,2,5,4,Satisfied
66504,Female,41,Returning,Business,Business,3623,0,0.0,5,5,3,5,5,3,4,3,3,2,3,5,3,3,Satisfied
62709,Male,28,Returning,Business,Business,2399,21,23.0,2,4,4,5,4,3,5,4,5,5,4,4,5,3,Satisfied
57204,Male,29,First-time,Business,Business,1514,1,26.0,0,0,4,0,3,4,5,3,5,5,5,0,5,4,Satisfied
25818,Female,57,Returning,Personal,Economy,1747,5,6.0,2,2,2,2,3,1,4,2,3,1,1,3,1,1,Neutral or Dissatisfied
10339,Female,37,Returning,Business,Business,1519,21,5.0,2,2,4,5,2,2,5,2,4,4,2,2,2,2,Satisfied
51925,Female,37,Returning,Business,Economy Plus,507,0,0.0,3,3,1,4,3,2,4,2,4,4,3,4,4,4,Neutral or Dissatisfied
45141,Male,48,First-time,Business,Economy,174,1,0.0,3,0,5,0,5,3,1,4,1,1,2,1,1,2,Neutral or Dissatisfied
2095,Female,67,Returning,Personal,Economy,812,7,5.0,2,4,4,3,3,4,4,4,4,2,4,4,4,4,Satisfied
2328,Female,48,Returning,Personal,Economy,691,0,0.0,4,1,5,5,5,3,5,1,5,3,3,1,3,3,Neutral or Dissatisfied
41833,Male,59,Returning,Business,Business,462,0,1.0,1,1,1,1,1,1,2,2,1,3,1,1,1,1,Satisfied
63077,Male,41,Returning,Personal,Economy,967,12,8.0,4,3,1,3,3,4,4,2,4,4,3,3,4,3,Neutral or Dissatisfied
119414,Male,16,Returning,Business,Business,399,0,0.0,5,5,1,2,5,1,2,4,2,2,2,2,2,3,Neutral or Dissatisfied
41560,Male,70,Returning,Business,Economy,1028,0,0.0,4,4,5,4,4,4,4,2,4,4,4,4,4,2,Satisfied
86110,Female,46,Returning,Business,Business,1972,17,11.0,3,3,5,5,3,5,4,5,3,2,5,3,5,5,Satisfied
97349,Female,25,First-time,Business,Economy,472,0,0.0,1,5,3,5,4,3,4,2,4,4,2,5,4,5,Satisfied
64960,Female,50,Returning,Business,Economy,151,13,0.0,2,2,3,4,2,4,4,4,5,1,4,4,4,4,Satisfied
29301,Female,24,First-time,Business,Economy,473,0,0.0,0,2,4,2,3,5,3,4,3,3,2,2,3,4,Neutral or Dissatisfied
37747,Female,40,Returning,Business,Economy Plus,1056,0,0.0,5,2,3,3,5,2,3,3,3,3,5,3,3,1,Satisfied
72249,Male,41,Returning,Business,Business,1551,0,0.0,3,3,3,5,3,4,4,4,3,5,4,3,4,4,Satisfied
91600,Female,27,First-time,Business,Business,1199,0,0.0,2,2,5,2,3,5,3,3,3,3,5,2,3,4,Neutral or Dissatisfied
107959,Male,53,Returning,Business,Business,825,0,0.0,3,3,3,4,3,4,5,4,4,2,4,3,4,4,Satisfied
95787,Male,45,Returning,Personal,Economy,237,0,0.0,4,1,3,1,3,5,4,3,4,4,5,1,4,4,Neutral or Dissatisfied
83495,Male,57,Returning,Business,Business,946,0,0.0,2,2,2,4,2,1,3,1,4,3,1,1,1,1,Neutral or Dissatisfied
6737,Female,19,Returning,Personal,Economy,334,25,11.0,5,2,3,2,1,3,5,2,5,5,5,2,5,4,Neutral or Dissatisfied
81491,Female,48,Returning,Personal,Economy,528,0,0.0,5,3,4,4,1,3,5,3,5,4,3,3,3,3,Neutral or Dissatisfied
121474,Female,47,Returning,Personal,Economy,331,6,0.0,5,4,4,4,4,5,5,4,3,5,5,4,5,5,Neutral or Dissatisfied
81013,Female,20,First-time,Business,Economy,1399,0,2.0,5,5,5,5,5,4,1,4,1,1,5,5,1,5,Satisfied
111022,Male,21,First-time,Business,Economy,268,0,0.0,1,3,3,3,2,3,3,1,3,3,2,3,3,2,Neutral or Dissatisfied
79747,Male,21,Returning,Business,Economy Plus,762,0,0.0,1,1,2,4,1,2,4,4,3,3,2,3,3,5,Satisfied
89861,Male,28,First-time,Business,Business,1174,15,0.0,5,5,3,5,4,4,3,3,3,3,4,5,3,5,Satisfied
52637,Female,56,Returning,Personal,Economy,160,11,3.0,4,1,4,4,3,3,4,1,3,2,3,1,3,2,Neutral or Dissatisfied
39857,Female,48,First-time,Business,Economy,184,0,0.0,0,0,2,0,3,1,3,4,3,3,5,0,3,4,Satisfied
32197,Female,58,Returning,Business,Business,2070,0,0.0,2,2,5,1,2,5,5,5,4,3,5,2,5,4,Satisfied
56672,Male,36,Returning,Personal,Economy,1023,0,0.0,3,2,3,2,2,3,2,2,2,2,3,2,2,2,Neutral or Dissatisfied
16390,Male,50,Returning,Business,Economy,463,125,129.0,4,2,2,4,2,2,4,5,4,4,4,4,4,4,Satisfied
100123,Female,39,Returning,Business,Business,725,282,263.0,4,5,5,5,5,4,5,5,5,5,3,5,5,4,Satisfied
44997,Male,55,Returning,Business,Business,3178,4,10.0,5,5,4,4,5,4,4,4,2,5,4,1,4,1,Neutral or Dissatisfied
106856,Female,59,Returning,Business,Business,2727,15,8.0,4,4,2,1,4,1,1,1,1,3,1,1,1,1,Neutral or Dissatisfied
36197,Male,30,First-time,Business,Business,280,54,29.0,2,2,3,2,2,2,1,1,1,1,3,2,1,2,Neutral or Dissatisfied
85070,Female,55,Returning,Business,Business,731,119,122.0,2,2,5,4,2,4,4,4,3,3,4,2,4,4,Satisfied
128322,Male,33,First-time,Business,Business,370,0,0.0,2,2,5,2,4,5,3,2,3,3,5,2,3,5,Neutral or Dissatisfied
121150,Female,42,Returning,Business,Business,2402,4,0.0,1,1,4,3,1,4,4,4,4,2,4,1,4,4,Satisfied
11953,Male,64,Returning,Personal,Economy,781,0,0.0,3,1,1,1,4,1,2,3,2,2,3,1,2,4,Neutral or Dissatisfied
96871,Female,48,Returning,Personal,Economy,571,0,0.0,5,3,3,5,2,4,5,3,3,2,4,3,4,4,Neutral or Dissatisfied
75342,Male,69,Returning,Personal,Economy,2556,8,18.0,5,1,1,1,3,2,1,3,1,1,5,1,3,5,Neutral or Dissatisfied
34210,Female,68,Returning,Personal,Economy,1288,6,24.0,5,2,4,3,3,4,5,2,5,4,4,2,4,4,Neutral or Dissatisfied
30632,Female,21,Returning,Business,Business,533,0,0.0,4,4,4,4,4,1,4,1,4,4,5,4,4,3,Satisfied
106780,Female,12,First-time,Business,Economy Plus,837,5,0.0,2,2,3,2,4,2,2,1,5,5,3,2,5,4,Neutral or Dissatisfied
38793,Male,36,First-time,Business,Economy,387,0,0.0,2,1,1,1,3,3,5,4,5,5,4,2,5,4,Neutral or Dissatisfied
74562,Male,34,Returning,Business,Business,3768,0,2.0,2,2,1,3,2,3,2,2,4,3,3,3,3,3,Neutral or Dissatisfied
56848,Male,38,Returning,Business,Business,2425,0,0.0,5,5,4,4,5,2,4,5,4,4,3,5,4,5,Satisfied
90271,Female,37,First-time,Business,Business,757,0,0.0,5,5,5,5,1,4,4,2,4,4,5,5,4,5,Satisfied
8539,Male,59,Returning,Business,Business,3418,0,0.0,5,5,4,4,5,5,5,5,4,2,5,5,5,5,Satisfied
104774,Female,22,First-time,Business,Economy,587,28,32.0,4,3,4,3,2,4,2,4,2,2,4,3,2,4,Neutral or Dissatisfied
47613,Female,29,Returning,Business,Business,2759,15,26.0,3,3,1,5,3,3,4,2,4,4,5,3,4,5,Satisfied
95212,Female,62,Returning,Personal,Economy,677,0,0.0,2,1,4,3,4,3,3,1,3,4,3,1,3,3,Neutral or Dissatisfied
46040,Female,66,Returning,Business,Economy,991,0,7.0,1,4,1,3,1,2,3,2,4,4,2,2,2,2,Neutral or Dissatisfied
52124,Female,15,Returning,Business,Economy Plus,639,0,0.0,1,1,2,1,1,1,3,1,1,1,4,1,1,4,Neutral or Dissatisfied
53383,Female,57,Returning,Personal,Economy,1452,0,1.0,3,2,4,4,3,1,4,2,2,3,1,2,1,1,Neutral or Dissatisfied
99638,Female,70,Returning,Personal,Economy Plus,1224,0,0.0,4,2,4,2,1,1,3,2,4,5,1,2,1,1,Neutral or Dissatisfied
97585,Male,30,Returning,Personal,Economy,337,30,22.0,4,3,4,3,3,4,4,2,2,2,4,3,2,5,Neutral or Dissatisfied
22407,Male,38,Returning,Business,Business,143,0,24.0,3,4,4,1,3,5,2,5,1,1,5,3,5,4,Satisfied
38395,Female,8,First-time,Business,Economy,811,0,20.0,3,3,1,3,3,1,1,2,1,1,4,3,1,4,Neutral or Dissatisfied
59294,Female,59,Returning,Business,Business,2556,0,0.0,1,1,3,5,1,4,5,4,4,2,4,1,4,4,Satisfied
25379,Male,41,Returning,Business,Economy,591,1,2.0,4,4,2,5,4,2,5,3,5,5,4,5,5,2,Satisfied
42888,Male,36,Returning,Business,Economy,200,0,0.0,5,5,5,4,5,2,4,3,4,4,5,4,4,4,Satisfied
117669,Female,15,Returning,Personal,Economy,1449,137,112.0,4,3,3,3,2,2,3,5,3,3,4,4,3,3,Neutral or Dissatisfied
14356,Male,26,First-time,Business,Economy Plus,395,12,7.0,4,2,4,2,3,2,4,5,4,4,4,2,4,3,Neutral or Dissatisfied
471,Female,56,Returning,Business,Business,89,0,0.0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Satisfied
98501,Male,41,First-time,Business,Business,402,76,95.0,5,5,5,5,3,3,2,4,2,2,4,5,2,4,Satisfied
81811,Male,48,Returning,Business,Business,1501,2,7.0,2,2,4,3,2,3,4,3,1,3,3,3,3,3,Neutral or Dissatisfied
